match_id,player1,player2,winner,player1_score,player2_score,match_timestamp
67,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:17.605378
68,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:13:18.425836
69,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:13:19.088188
70,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:13:19.829848
71,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:13:20.538437
72,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:21.375845
73,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:22.099888
74,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:23.140096
75,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:23.819416
76,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:24.908835
77,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:25.744220
78,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:26.832107
79,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:27.968451
80,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:28.710876
81,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:13:29.341756
82,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:30.098991
83,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:31.030132
84,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:31.885830
85,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:13:32.610824
86,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:13:33.693895
87,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:34.563409
88,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:35.258953
89,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:13:36.079051
90,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:36.741330
91,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:13:37.419110
92,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:38.334519
93,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:13:39.235243
94,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:40.166065
95,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:40.938631
96,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:41.554261
97,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:42.279791
98,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:42.862343
99,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:13:44.029138
100,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:13:45.319730
101,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:46.297328
102,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:47.195660
103,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:13:47.764739
104,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:48.301881
105,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:13:49.434789
106,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:50.210861
107,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:51.076730
108,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:52.114898
109,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:13:52.840431
110,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:53.628231
111,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:13:54.377748
112,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:55.215639
113,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:55.640171
114,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:13:56.416518
115,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:57.277374
116,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:13:57.837643
117,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:13:58.488876
118,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:59.128437
119,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:13:59.872865
120,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:00.629449
121,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:14:01.355405
122,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:14:02.301418
123,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:03.168743
124,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:04.039216
125,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:04.745339
126,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:14:05.864218
127,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:14:06.515386
128,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:14:07.330207
129,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:07.866626
130,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:08.387110
131,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:09.715250
132,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:10.499971
133,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:11.463221
134,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:12.642769
135,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:13.745456
136,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:14.408765
137,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:15.337430
138,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:14:16.025570
139,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:16.613786
140,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:14:17.401460
141,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:18.346541
142,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:18.944816
143,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:19.559725
144,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:20.237591
145,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:21.075349
146,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:14:22.445373
147,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:23.476165
148,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:24.177329
149,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:24.838601
150,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:14:25.564420
151,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:26.682507
152,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:27.393179
153,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:28.326069
154,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:29.192539
155,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:29.983668
156,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:30.844969
157,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:31.470499
158,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:32.655453
159,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:14:33.096960
160,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:33.617136
161,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:14:34.801043
162,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:14:35.384075
163,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:14:36.107025
164,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:36.800765
165,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:37.698648
166,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:38.613443
167,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:39.418434
168,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:14:40.287968
169,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:40.836534
170,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:41.451167
171,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:42.018168
172,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:42.899905
173,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:43.720619
174,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:44.554821
175,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:45.377033
176,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:14:46.005089
177,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:14:46.634878
178,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:47.389884
179,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:48.237096
180,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:49.261894
181,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:14:50.023000
182,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:50.907382
183,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:51.993673
184,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:52.910030
185,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:53.823875
186,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:14:54.549019
187,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:55.430377
188,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:56.327792
189,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:14:57.208902
190,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:14:57.791878
191,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:14:58.485461
192,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:14:59.217495
193,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:00.187837
194,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:01.229492
195,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:01.655337
196,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:02.720933
197,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:03.751913
198,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:05.049927
199,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:05.763885
200,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:06.676489
201,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:07.459644
202,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:08.081090
203,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:08.823070
204,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:09.675198
205,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:15:10.761471
206,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:11.754901
207,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:12.417570
208,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:13.338224
209,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:14.418125
210,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:15.225141
211,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:15:16.019549
212,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:16.865720
213,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:17.620827
214,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:15:18.502688
215,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:19.621864
216,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:20.990257
217,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:15:21.794871
218,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:22.663644
219,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:23.285889
220,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:24.226748
221,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:25.196601
222,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:26.011059
223,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:26.782903
224,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:27.620408
225,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:15:28.692447
226,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:29.735369
227,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:15:30.366483
228,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:31.123135
229,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:31.960031
230,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:33.061277
231,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:15:33.958169
232,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:34.880392
233,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:36.133753
234,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:36.806261
235,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:37.753360
236,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:38.455984
237,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:39.205223
238,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:40.266930
239,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:41.540929
240,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:42.579463
241,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:43.604210
242,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:15:44.518908
243,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,5,2025-06-04T00:15:45.150609
244,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:46.286106
245,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:47.090532
246,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:48.053440
247,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:49.227491
248,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:15:50.057790
249,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:15:50.810809
250,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:51.632752
251,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:15:52.231238
252,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:53.226696
253,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:54.044694
254,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:54.989816
255,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:55.761976
256,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:56.985102
257,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:15:58.157307
258,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:15:58.789248
259,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:15:59.404057
260,RandomAI,MinimaxAI-Hard,RandomAI,4,1,2025-06-04T00:16:00.542185
261,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:16:01.390964
262,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:16:02.245792
263,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:16:03.349509
264,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:03.966697
265,RandomAI,MinimaxAI-Hard,RandomAI,5,2,2025-06-04T00:16:04.847687
266,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:16:05.746935
267,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:06.409942
268,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:16:07.214382
269,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:08.271118
270,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:09.612433
271,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:10.402531
272,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:16:11.302525
273,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:16:11.835722
274,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:16:12.895014
275,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:13.808399
276,RandomAI,MinimaxAI-Hard,RandomAI,2,1,2025-06-04T00:16:14.426265
277,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:15.104770
278,RandomAI,MinimaxAI-Hard,RandomAI,4,3,2025-06-04T00:16:15.831656
279,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:16.557881
280,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:16:17.204392
281,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:16:18.023910
282,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:16:18.859443
283,RandomAI,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:16:19.646311
284,RandomAI,MinimaxAI-Hard,RandomAI,3,2,2025-06-04T00:16:20.515319
