match_id,player1,player2,winner,player1_score,player2_score,match_timestamp
95,MCTSAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:01:25.770604
96,MCTSAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:01:32.418051
97,MCTSAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:01:39.732619
98,MCTSAI,MinimaxAI-Hard,MinimaxAI-Hard,1,4,2025-06-04T00:01:44.179694
99,MCTSAI,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:01:51.279709
100,MCTSAI,MinimaxAI-Hard,MinimaxAI-Hard,1,2,2025-06-04T00:01:59.730589
101,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,1,2,2025-06-04T00:02:05.066681
102,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:02:10.808178
103,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,1,2,2025-06-04T00:02:16.674090
104,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,3,4,2025-06-04T00:02:22.611439
105,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:02:27.488411
106,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:02:32.925022
107,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,1,2,2025-06-04T00:02:39.784068
108,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,2,5,2025-06-04T00:02:42.899528
109,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,3,4,2025-06-04T00:02:47.419660
110,MCTSAI,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:02:52.476803
111,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:02:57.991985
112,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:03:05.002843
113,MCTSAI,EvolvedStrategicAI-Best,MCTSAI,2,1,2025-06-04T00:03:12.211140
114,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:03:17.852940
115,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:03:22.680657
116,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:03:28.802756
117,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:03:32.058080
118,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:03:36.254837
119,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:03:43.488536
120,MCTSAI,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:03:49.206165
121,DQNAI-Advanced,RandomAI,RandomAI,1,2,2025-06-04T00:03:49.209327
122,DQNAI-Advanced,RandomAI,DQNAI-Advanced,3,2,2025-06-04T00:03:49.211330
123,DQNAI-Advanced,RandomAI,DQNAI-Advanced,2,1,2025-06-04T00:03:49.212329
124,DQNAI-Advanced,RandomAI,DQNAI-Advanced,2,1,2025-06-04T00:03:49.213327
125,DQNAI-Advanced,RandomAI,RandomAI,3,4,2025-06-04T00:03:49.217840
126,DQNAI-Advanced,RandomAI,RandomAI,2,3,2025-06-04T00:03:49.218871
127,DQNAI-Advanced,RandomAI,DQNAI-Advanced,4,3,2025-06-04T00:03:49.221863
128,DQNAI-Advanced,RandomAI,DQNAI-Advanced,3,2,2025-06-04T00:03:49.223864
129,DQNAI-Advanced,RandomAI,DQNAI-Advanced,3,2,2025-06-04T00:03:49.225372
130,DQNAI-Advanced,RandomAI,RandomAI,2,3,2025-06-04T00:03:49.226376
131,DQNAI-Advanced,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:03:50.106345
132,DQNAI-Advanced,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:03:51.755130
133,DQNAI-Advanced,MinimaxAI-Hard,DQNAI-Advanced,3,2,2025-06-04T00:03:52.821388
134,DQNAI-Advanced,MinimaxAI-Hard,DQNAI-Advanced,3,2,2025-06-04T00:03:53.687979
135,DQNAI-Advanced,MinimaxAI-Hard,DQNAI-Advanced,3,2,2025-06-04T00:03:54.683181
136,DQNAI-Advanced,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:03:55.885890
137,DQNAI-Advanced,MinimaxAI-Hard,DQNAI-Advanced,2,1,2025-06-04T00:03:56.904160
138,DQNAI-Advanced,MinimaxAI-Hard,MinimaxAI-Hard,2,3,2025-06-04T00:03:57.921208
139,DQNAI-Advanced,MinimaxAI-Hard,DQNAI-Advanced,3,2,2025-06-04T00:03:59.341869
140,DQNAI-Advanced,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:04:00.274354
141,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,3,2,2025-06-04T00:04:08.254481
142,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,2,1,2025-06-04T00:04:15.223407
143,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,3,2,2025-06-04T00:04:21.100010
144,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,3,2,2025-06-04T00:04:26.857353
145,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,3,2,2025-06-04T00:04:34.142679
146,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,2,1,2025-06-04T00:04:40.920550
147,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,2,1,2025-06-04T00:04:46.408610
148,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,4,1,2025-06-04T00:04:54.832863
149,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,3,2,2025-06-04T00:04:59.697855
150,DQNAI-Advanced,MCTSAI,DQNAI-Advanced,2,1,2025-06-04T00:05:07.971138
151,DQNAI-Advanced,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:05:08.030180
152,DQNAI-Advanced,EvolvedStrategicAI-Best,DQNAI-Advanced,2,1,2025-06-04T00:05:08.116533
153,DQNAI-Advanced,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,3,4,2025-06-04T00:05:08.309721
154,DQNAI-Advanced,EvolvedStrategicAI-Best,DQNAI-Advanced,3,2,2025-06-04T00:05:08.412605
155,DQNAI-Advanced,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:05:08.518397
156,DQNAI-Advanced,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:05:08.600423
157,DQNAI-Advanced,EvolvedStrategicAI-Best,DQNAI-Advanced,2,1,2025-06-04T00:05:08.690923
158,DQNAI-Advanced,EvolvedStrategicAI-Best,DQNAI-Advanced,3,2,2025-06-04T00:05:08.792487
159,DQNAI-Advanced,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,2,3,2025-06-04T00:05:08.876183
160,DQNAI-Advanced,EvolvedStrategicAI-Best,EvolvedStrategicAI-Best,1,2,2025-06-04T00:05:08.903171
161,EvolvedStrategicAI-Best,RandomAI,EvolvedStrategicAI-Best,3,2,2025-06-04T00:05:09.025677
162,EvolvedStrategicAI-Best,RandomAI,EvolvedStrategicAI-Best,4,3,2025-06-04T00:05:09.165323
163,EvolvedStrategicAI-Best,RandomAI,RandomAI,2,3,2025-06-04T00:05:09.280186
164,EvolvedStrategicAI-Best,RandomAI,RandomAI,2,3,2025-06-04T00:05:09.401415
165,EvolvedStrategicAI-Best,RandomAI,EvolvedStrategicAI-Best,3,2,2025-06-04T00:05:09.539102
166,EvolvedStrategicAI-Best,RandomAI,EvolvedStrategicAI-Best,3,2,2025-06-04T00:05:09.685767
167,EvolvedStrategicAI-Best,RandomAI,RandomAI,2,3,2025-06-04T00:05:09.805320
168,EvolvedStrategicAI-Best,RandomAI,RandomAI,2,3,2025-06-04T00:05:09.951763
169,EvolvedStrategicAI-Best,RandomAI,EvolvedStrategicAI-Best,4,3,2025-06-04T00:05:10.075121
170,EvolvedStrategicAI-Best,RandomAI,RandomAI,2,3,2025-06-04T00:05:10.204913
171,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:11.218053
172,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:12.249329
173,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:13.315861
174,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:14.339647
175,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:15.401431
176,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:16.495668
177,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:17.553629
178,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:18.662457
179,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:19.754637
180,EvolvedStrategicAI-Best,MinimaxAI-Hard,MinimaxAI-Hard,3,4,2025-06-04T00:05:20.815390
181,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:25.854748
182,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:31.692861
183,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:33.721315
184,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:38.537951
185,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:43.133890
186,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:47.765736
187,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:51.233791
188,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:55.016738
189,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,2,1,2025-06-04T00:05:59.781416
190,EvolvedStrategicAI-Best,MCTSAI,EvolvedStrategicAI-Best,3,2,2025-06-04T00:06:07.234542
191,EvolvedStrategicAI-Best,DQNAI-Advanced,EvolvedStrategicAI-Best,3,2,2025-06-04T00:06:07.328389
192,EvolvedStrategicAI-Best,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:06:07.453529
193,EvolvedStrategicAI-Best,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:06:07.582168
194,EvolvedStrategicAI-Best,DQNAI-Advanced,EvolvedStrategicAI-Best,2,1,2025-06-04T00:06:07.648597
195,EvolvedStrategicAI-Best,DQNAI-Advanced,EvolvedStrategicAI-Best,3,2,2025-06-04T00:06:07.756322
196,EvolvedStrategicAI-Best,DQNAI-Advanced,EvolvedStrategicAI-Best,4,3,2025-06-04T00:06:07.879072
197,EvolvedStrategicAI-Best,DQNAI-Advanced,DQNAI-Advanced,1,2,2025-06-04T00:06:07.995384
198,EvolvedStrategicAI-Best,DQNAI-Advanced,EvolvedStrategicAI-Best,2,1,2025-06-04T00:06:08.090092
199,EvolvedStrategicAI-Best,DQNAI-Advanced,EvolvedStrategicAI-Best,3,2,2025-06-04T00:06:08.206578
200,EvolvedStrategicAI-Best,DQNAI-Advanced,DQNAI-Advanced,2,3,2025-06-04T00:06:08.325668
